yisuv name,yisuv id,קלפי,rikuz,מצביעים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ2,ק,קי,קך,קנ,קץ,רז,שס,ת,
קרית טבעון,2300,24.1,7,477,477,69,1,6,2,0,2,0,0,0,0,17,0,4,0,0,0,69,0,11,58,47,0,0,0,0,0,0,0,172,0,1,0,0,0,0,0,10,0,8,0,
קרית טבעון,2300,24.2,7,463,462,47,2,0,1,0,4,0,0,0,0,12,0,2,0,0,0,62,0,10,57,49,0,0,0,0,0,0,2,210,0,0,0,0,0,0,0,1,0,3,0,
קרית טבעון,2300,24.3,7,474,473,65,3,1,4,1,5,0,0,0,0,9,0,2,0,0,0,70,0,12,39,58,0,4,0,0,0,0,0,194,0,0,0,0,0,0,0,2,0,4,0,
קרית טבעון,2300,24.4,7,452,452,60,0,2,0,0,1,0,0,1,0,11,0,1,0,0,0,62,0,14,39,61,0,3,0,0,1,0,2,190,0,2,0,0,0,0,0,2,0,0,0,
קרית ים,9600,2,40,387,387,3,2,4,0,0,0,0,0,0,0,46,1,1,0,0,0,50,0,26,159,3,0,0,0,0,0,0,0,73,1,1,0,0,0,0,0,0,0,17,0,
קרית ים,9600,6.1,18,212,211,0,1,0,0,0,2,0,0,0,0,17,0,1,0,0,0,7,0,28,102,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,32,0,
קרית ים,9600,6.2,18,229,224,5,0,2,0,0,0,0,0,0,0,25,0,2,0,0,0,5,0,47,95,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,24,0,
קרית ים,9600,7,27,256,251,1,0,0,3,0,0,0,0,0,0,22,0,0,0,0,0,8,0,28,137,1,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,1,0,22,0,
קרית ים,9600,8,27,337,333,1,0,3,4,0,0,0,0,0,0,25,0,0,0,0,0,21,0,20,158,0,0,1,1,2,0,0,0,51,0,1,0,0,0,0,0,0,1,43,1,
קרית ים,9600,10,27,246,243,3,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,9,0,24,125,1,0,0,0,0,1,0,1,14,0,0,0,1,0,0,0,0,0,26,1,
קרית ים,9600,11,27,333,325,5,0,0,1,0,0,0,0,0,0,38,0,0,0,0,0,6,0,26,170,0,0,1,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,34,1,
קרית ים,9600,12,3,353,348,6,3,0,0,0,0,1,0,0,0,52,1,0,0,0,0,16,0,27,191,1,0,1,0,0,0,0,1,17,0,0,0,1,0,0,1,0,0,29,0,
קרית ים,9600,13,3,246,240,1,1,1,3,0,0,0,0,0,0,18,0,3,0,0,0,10,0,56,96,3,0,0,0,0,0,0,0,30,1,0,1,2,0,0,0,0,0,14,0,
קרית ים,9600,14,4,317,313,4,0,1,1,0,0,0,0,0,0,34,0,1,0,0,0,20,0,57,127,4,0,0,0,0,0,0,0,44,0,2,0,1,0,0,0,1,0,16,0,
קרית ים,9600,15,3,179,176,1,2,0,3,0,2,0,0,0,0,13,0,0,0,0,0,3,1,52,62,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,17,1,
קרית ים,9600,16,4,367,361,7,0,4,11,0,1,0,0,0,0,19,0,4,0,0,0,20,1,67,143,1,0,0,0,0,0,0,1,60,0,1,0,1,0,1,1,1,0,17,0,
קרית ים,9600,17,27,316,310,7,0,3,3,0,0,0,0,0,0,33,1,1,0,0,0,10,0,24,160,1,1,0,0,0,0,0,0,40,0,2,0,0,0,2,2,0,0,20,0,
קרית ים,9600,18,3,230,230,6,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,60,91,3,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,11,1,
קרית ים,9600,22,31,309,307,3,2,2,5,0,0,0,0,0,0,20,0,5,0,0,0,23,0,71,103,1,0,1,0,0,1,0,0,44,0,0,0,0,0,0,0,0,1,25,0,
קרית ים,9600,24.1,5,328,326,3,0,0,3,0,0,0,0,0,0,33,0,4,0,0,0,18,0,42,131,2,0,0,0,0,0,0,0,38,0,4,0,0,0,0,1,2,0,45,0,
קרית ים,9600,24.2,5,341,337,11,0,2,4,0,0,0,0,0,0,33,0,3,0,0,1,23,0,49,117,2,0,0,0,0,0,0,0,51,0,0,0,0,0,0,2,1,0,38,0,
קרית ים,9600,24.3,5,281,275,4,0,0,2,0,1,0,0,0,0,32,0,1,0,0,0,18,0,41,109,1,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,18,1,
קרית ים,9600,24.4,5,303,298,4,1,1,0,0,0,0,0,0,0,21,0,1,0,0,0,13,0,45,127,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,
קרית ים,9600,24.5,5,307,304,5,0,1,1,0,0,0,0,0,0,26,0,4,0,0,0,24,0,58,91,1,0,0,0,0,0,0,0,56,0,2,0,0,0,0,0,1,2,32,0,
קרית ים,9600,24.6,5,253,249,3,0,1,1,0,0,0,0,0,0,27,0,1,0,0,0,19,0,51,81,3,0,0,0,0,0,0,0,48,0,2,0,0,0,0,0,0,0,12,0,
קרית ים,9600,26,29,332,325,4,1,0,2,0,0,0,0,1,0,24,0,0,0,0,0,10,0,67,148,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2,0,18,0,
קרית ים,9600,28,7,217,209,2,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,10,0,62,86,2,0,0,0,0,0,0,1,25,0,0,0,1,1,0,0,0,0,6,1,
קרית ים,9600,29.1,2,297,296,1,1,0,2,0,0,0,0,0,0,27,0,2,0,0,0,14,0,43,147,1,0,0,0,0,0,0,0,26,0,1,0,1,0,0,1,0,3,26,0,
קרית ים,9600,29.2,2,296,294,5,0,1,2,0,0,0,0,0,1,9,0,2,0,0,0,22,0,71,109,5,0,0,0,0,2,1,0,47,0,1,0,0,0,0,0,2,0,14,0,
קרית ים,9600,29.3,2,273,266,2,1,1,2,0,0,0,0,0,0,21,0,0,0,0,0,15,0,66,98,1,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,3,0,13,0,
קרית ים,9600,29.4,2,278,272,6,0,3,2,0,0,0,0,0,0,23,0,0,0,0,0,14,0,68,99,1,1,0,0,3,1,1,0,35,0,0,1,0,0,0,0,2,0,12,0,
קרית ים,9600,29.5,2,252,250,2,0,0,2,0,0,0,0,0,0,15,0,1,0,0,1,14,0,75,101,1,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,1,0,
קרית ים,9600,32,6,380,378,10,1,1,2,0,0,0,0,0,0,25,0,3,0,0,0,47,0,42,140,4,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,8,0,
קרית ים,9600,34.1,15,362,359,1,1,5,1,0,0,0,0,0,0,41,0,1,0,0,0,38,0,23,180,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,16,0,
קרית ים,9600,34.2,15,334,330,6,2,3,0,0,0,0,0,0,0,16,0,1,0,0,0,32,0,47,139,1,0,0,0,0,1,0,0,66,0,1,0,0,0,0,1,1,0,13,0,
קרית ים,9600,34.3,15,333,329,9,1,0,2,0,0,0,2,0,0,26,0,2,0,0,0,29,0,41,124,7,0,1,0,1,0,1,1,69,0,0,0,0,0,0,0,0,0,13,0,
קרית ים,9600,34.4,15,347,345,13,0,3,1,0,0,0,0,0,0,20,0,0,0,0,0,33,0,59,109,3,0,1,0,1,0,0,1,78,0,2,0,1,0,0,1,3,0,15,1,
קרית ים,9600,35,30,280,278,2,1,0,2,1,0,0,0,0,0,28,0,1,0,0,0,10,0,69,100,1,0,0,0,1,0,0,0,48,0,0,0,0,0,1,0,1,0,12,0,
קרית ים,9600,36,21,330,327,9,1,0,0,0,0,0,0,0,0,40,0,1,0,0,0,26,0,51,130,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0,0,2,2,16,0,
קרית ים,9600,37,30,309,301,1,0,1,0,0,0,0,0,0,0,24,0,1,0,0,0,8,0,88,99,1,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1,0,14,1,
קרית ים,9600,38,39,315,311,4,0,2,2,0,0,0,0,0,0,23,0,0,0,0,0,20,0,74,132,1,0,0,0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,8,0,
קרית ים,9600,39,21,313,312,1,0,2,1,0,0,1,0,0,1,35,0,1,0,0,1,21,0,54,125,2,0,0,0,0,0,0,0,49,0,2,0,1,0,0,0,1,0,11,3,
קרית ים,9600,40.1,1,443,441,5,1,0,1,0,0,0,0,1,0,54,0,0,0,0,0,37,0,26,223,3,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,1,0,36,0,
קרית ים,9600,40.2,1,426,423,18,1,1,3,0,0,0,0,0,0,38,0,2,0,0,0,46,1,45,160,6,0,0,0,1,0,0,0,84,0,1,0,0,0,0,0,3,0,13,0,
קרית ים,9600,40.3,1,418,416,11,2,2,2,0,1,0,0,0,0,33,0,2,0,0,0,35,0,30,191,2,0,1,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,25,1,
קרית ים,9600,40.4,1,411,405,19,0,2,3,0,0,0,0,0,0,44,0,0,0,1,0,33,0,26,172,4,0,2,0,0,0,0,1,58,0,0,0,1,0,0,0,1,0,36,2,
קרית ים,9600,40.5,1,430,428,14,1,6,1,0,0,0,0,0,0,35,0,1,0,0,1,42,1,58,142,3,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,1,0,11,0,
קרית ים,9600,41,41,359,355,9,0,2,2,0,2,0,0,0,0,31,0,0,0,0,0,31,0,58,127,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,1,0,0,17,1,
קרית ים,9600,44,31,366,365,6,1,1,1,0,0,0,0,0,0,29,0,1,0,0,0,26,0,58,158,3,0,0,0,3,1,0,0,64,0,2,0,0,0,0,0,0,1,10,0,
קרית ים,9600,45,31,287,284,3,2,0,2,0,0,0,0,0,0,20,0,1,0,0,0,14,0,81,92,1,0,0,0,2,0,0,1,41,0,0,0,0,0,0,0,1,0,23,0,
קרית ים,9600,47,27,287,287,3,2,0,3,0,0,0,0,0,0,38,0,0,0,0,0,6,0,8,178,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0,0,0,0,31,0,
קרית ים,9600,48.1,9,415,413,7,4,0,2,0,0,0,0,0,0,39,0,0,0,0,0,24,0,47,191,1,0,0,0,0,0,0,1,65,0,0,0,0,0,1,0,2,0,28,1,
קרית ים,9600,48.2,9,409,406,8,1,1,1,0,0,0,0,0,0,28,0,0,0,0,0,41,0,56,164,1,0,0,0,0,0,0,0,82,0,3,0,0,0,0,0,3,0,17,0,
קרית ים,9600,48.3,9,430,425,7,1,1,0,0,0,0,0,0,0,34,1,4,0,0,0,42,0,73,145,3,1,0,0,1,0,0,0,91,0,3,0,0,0,0,0,1,1,15,1,
קרית ים,9600,50,31,386,382,5,5,2,0,0,0,1,0,0,0,31,0,4,0,0,0,22,0,95,127,3,0,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,2,17,0,
קרית ים,9600,51,21,293,290,5,0,2,1,0,0,0,0,0,0,21,0,2,0,0,0,10,0,88,88,1,1,0,0,0,0,0,0,60,1,2,0,0,0,0,1,1,0,6,0,
קרית ים,9600,52,21,372,370,4,1,4,2,0,0,0,0,0,0,45,0,0,0,0,0,33,0,42,143,2,0,0,0,2,0,0,0,69,0,2,0,0,0,0,0,0,0,21,0,
קרית ים,9600,54,42,392,388,4,0,5,4,0,0,0,0,0,0,54,1,1,0,1,0,37,0,32,133,3,0,0,0,0,0,0,0,84,0,0,0,1,0,0,0,0,0,28,0,
קרית ים,9600,63.1,38,470,467,7,2,3,3,0,0,0,0,0,0,43,0,4,0,0,0,50,0,31,202,1,0,0,0,1,1,0,0,79,0,1,0,0,0,1,2,1,0,35,0,
קרית ים,9600,63.2,38,445,440,14,0,3,1,0,1,0,0,0,0,38,0,2,0,0,1,72,0,28,167,3,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,3,0,16,0,
קרית ים,9600,63.3,38,462,457,7,2,7,2,0,0,0,0,1,0,40,0,2,0,0,0,55,0,30,194,4,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,1,1,16,0,
קרית ים,9600,63.4,38,420,418,10,4,1,5,0,1,0,0,0,0,45,0,1,0,0,0,39,0,35,162,1,0,0,0,1,1,0,0,97,0,3,0,0,0,0,0,3,0,9,0,
קרית ים,9600,63.5,38,433,431,8,1,0,3,0,0,0,0,0,0,35,0,2,0,0,0,64,0,46,152,5,0,0,0,0,0,0,1,108,0,1,0,0,0,0,0,0,0,5,0,
קרית ים,9600,64,42,357,355,4,2,4,1,0,0,0,0,0,0,32,0,0,0,1,0,35,0,41,121,3,0,0,0,0,0,0,0,96,0,0,0,1,0,1,0,0,0,13,0,
קרית ים,9600,950,36,402,400,6,1,2,1,0,0,0,0,0,0,34,0,3,0,0,0,79,0,25,148,4,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,17,0,
קרית יערים,1137,1,3,466,462,1,2,2,232,0,0,0,0,0,0,75,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,124,0,
קרית יערים,1137,2.1,1,255,255,0,0,0,151,0,1,0,0,0,0,22,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,
קרית יערים,1137,2.2,1,271,271,1,0,0,197,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,38,0,
קרית יערים,1137,3,5,475,473,1,1,4,308,0,0,0,0,0,0,45,0,0,0,0,0,2,0,0,21,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,88,0,
קרית יערים,1137,4,4,608,606,1,0,1,442,0,0,0,0,0,0,24,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,120,0,
קרית יערים,1137,5.1,2,331,327,0,0,0,200,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,0,
קרית יערים,1137,5.2,2,314,309,0,0,0,216,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,
קרית מוצקין,8200,2,16,269,269,5,0,3,0,0,0,0,0,0,0,33,3,2,0,0,0,26,0,9,84,3,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,10,0,
קרית מוצקין,8200,6,8,332,332,15,1,8,2,0,0,0,0,0,0,35,0,1,0,0,0,55,0,14,99,2,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,11,0,
קרית מוצקין,8200,7.1,4,384,379,6,1,1,1,0,0,0,0,0,0,41,0,2,1,0,0,29,0,19,175,4,0,1,0,0,0,1,0,77,1,1,0,1,0,0,0,0,0,17,0,
קרית מוצקין,8200,7.2,4,393,389,11,1,4,0,0,0,0,0,0,0,35,0,2,1,1,0,36,0,52,120,3,0,1,1,0,1,0,1,97,0,4,0,1,0,0,1,2,0,14,0,
קרית מוצקין,8200,7.3,4,392,386,6,1,1,1,1,0,0,0,0,0,29,0,2,0,0,0,37,0,37,140,3,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,15,0,
קרית מוצקין,8200,7.4,4,399,393,6,2,4,2,1,0,0,0,0,0,28,0,2,0,0,1,44,0,47,129,4,0,0,0,0,2,0,0,106,0,0,0,1,0,1,0,1,0,11,1,
קרית מוצקין,8200,7.5,4,376,371,9,0,1,1,0,0,0,0,0,0,33,0,1,0,1,1,42,1,38,153,4,0,0,0,0,0,0,0,69,0,1,0,1,0,0,1,1,1,12,0,
קרית מוצקין,8200,7.6,4,362,360,9,2,3,1,0,0,0,0,0,0,30,0,4,0,0,0,35,0,56,114,6,0,0,0,0,0,0,1,81,0,0,0,1,0,0,0,2,1,13,1,
קרית מוצקין,8200,7.7,4,400,397,11,0,3,0,0,1,0,0,0,0,24,0,1,0,0,0,47,0,46,134,5,0,1,0,0,0,0,0,109,0,1,0,0,0,0,1,1,0,12,0,
קרית מוצקין,8200,10.1,2,417,415,7,1,5,2,0,0,0,0,0,0,54,0,1,0,0,0,44,0,18,149,4,0,0,0,2,0,0,0,108,0,0,0,0,0,0,0,0,0,20,0,
קרית מוצקין,8200,10.2,2,430,429,18,2,4,0,0,0,0,0,0,0,33,0,0,0,0,0,65,0,23,120,12,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,1,0,14,0,
קרית מוצקין,8200,10.3,2,416,414,17,1,1,2,0,1,0,0,0,0,41,0,0,0,0,0,44,0,23,140,7,0,0,0,0,0,0,0,124,0,2,0,0,0,0,0,3,0,8,0,
קרית מוצקין,8200,10.4,2,435,433,14,1,3,1,0,0,0,0,0,0,49,0,3,0,0,0,63,1,20,135,3,0,0,0,0,0,0,0,130,0,1,0,0,0,0,0,1,0,8,0,
קרית מוצקין,8200,10.5,2,407,403,14,0,4,1,0,0,0,0,0,0,32,0,1,0,0,0,54,0,20,122,10,1,0,0,0,2,0,0,125,1,2,1,0,0,0,0,0,0,13,0,
קרית מוצקין,8200,10.6,2,425,424,16,4,6,2,0,0,0,0,0,0,30,0,4,0,0,0,73,0,21,101,9,0,1,0,1,0,0,0,144,0,0,0,0,0,0,0,1,0,11,0,
קרית מוצקין,8200,11,3,312,311,3,2,6,1,0,0,0,0,1,0,43,0,4,0,0,0,56,0,7,114,4,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,8,1,
קרית מוצקין,8200,12,21,388,384,7,0,9,4,0,0,0,0,0,0,55,0,1,0,0,0,59,0,12,99,7,1,0,0,0,0,0,0,97,0,1,0,0,0,2,0,1,0,29,0,
קרית מוצקין,8200,13,24,246,242,6,1,0,1,0,0,0,0,0,0,13,0,2,0,0,0,15,1,46,94,2,0,1,0,1,0,0,0,41,0,1,0,0,0,1,0,0,0,15,1,
קרית מוצקין,8200,15,8,271,269,12,0,3,0,0,0,0,0,0,0,25,0,2,0,0,0,32,0,26,72,5,0,0,0,0,0,0,0,76,0,3,0,0,0,1,0,1,2,9,0,
קרית מוצקין,8200,18,21,429,424,3,0,5,2,0,0,0,0,0,0,51,0,5,0,0,0,65,1,15,134,4,0,0,0,0,0,0,0,106,0,1,0,0,0,0,1,1,0,30,0,
קרית מוצקין,8200,19,9,221,219,6,0,1,0,0,0,0,0,0,0,20,0,2,0,0,0,16,0,34,79,4,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,2,0,10,1,
קרית מוצקין,8200,20,3,322,319,6,1,1,0,0,0,0,0,0,0,46,0,1,0,0,0,20,0,29,126,2,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,35,0,
קרית מוצקין,8200,22.1,1,323,320,2,0,1,0,0,0,0,0,0,0,34,0,2,0,0,0,26,0,25,121,8,0,0,0,0,0,0,0,66,0,2,0,0,0,0,1,2,1,29,0,
קרית מוצקין,8200,22.2,1,309,307,8,0,1,2,0,0,0,0,0,0,22,0,2,0,0,0,47,0,37,89,3,0,0,0,0,0,0,0,83,0,0,0,1,0,0,0,1,0,11,0,
קרית מוצקין,8200,22.3,1,335,332,8,1,1,0,0,4,0,0,0,0,34,0,1,0,0,0,35,0,40,123,5,0,0,0,1,0,0,0,64,0,0,0,0,1,0,0,2,0,12,0,
קרית מוצקין,8200,22.4,1,333,333,9,0,3,0,1,1,0,0,0,0,30,0,4,0,0,0,32,0,38,127,3,0,0,0,0,0,0,0,67,0,1,1,0,0,0,0,2,1,13,0,
קרית מוצקין,8200,22.5,1,344,340,11,0,4,0,0,0,0,0,0,0,32,0,1,0,0,0,36,0,51,99,4,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,7,0,
קרית מוצקין,8200,24,24,376,375,11,3,3,1,0,1,0,0,0,0,32,0,2,0,0,0,42,0,38,133,3,0,0,0,1,0,0,0,91,0,0,0,0,0,0,0,0,0,14,0,
קרית מוצקין,8200,29.1,6,383,376,9,5,2,1,0,0,0,0,0,0,39,1,3,0,0,0,43,0,11,161,2,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,1,0,19,0,
קרית מוצקין,8200,29.2,6,420,417,8,0,2,1,0,0,0,0,0,0,36,0,0,0,0,0,55,0,24,144,6,0,1,0,0,0,0,0,124,0,2,0,0,0,0,0,1,0,13,0,
קרית מוצקין,8200,29.3,6,402,398,5,0,3,0,0,0,0,0,0,0,42,0,2,0,0,0,73,0,23,147,5,0,0,0,0,0,0,0,87,1,0,0,1,0,0,0,0,0,9,0,
קרית מוצקין,8200,29.4,6,389,388,14,2,2,1,0,2,0,0,0,0,28,0,4,0,0,0,43,0,26,149,3,0,1,0,0,0,0,0,101,0,1,0,0,0,0,0,0,1,10,0,
קרית מוצקין,8200,29.5,6,388,387,12,0,3,1,1,0,0,0,0,0,29,0,5,0,0,0,54,0,38,119,4,0,0,0,0,0,0,0,105,0,1,0,0,0,0,0,2,1,12,0,
קרית מוצקין,8200,33.1,13,381,376,4,3,3,4,0,0,0,0,0,0,28,0,0,0,0,0,40,0,15,161,6,0,3,0,0,0,0,0,86,0,1,0,0,0,0,0,1,1,20,0,
קרית מוצקין,8200,33.2,13,362,360,15,0,5,4,0,0,0,0,0,0,34,0,2,0,0,0,48,0,21,114,3,0,1,0,0,1,0,0,98,0,0,0,1,0,0,1,0,0,12,0,
קרית מוצקין,8200,35,3,302,301,9,0,4,6,1,0,0,0,0,0,27,0,0,0,0,0,34,0,18,118,5,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,28,0,
קרית מוצקין,8200,37.1,5,391,388,4,0,2,2,0,0,0,0,0,0,42,0,1,0,0,0,50,0,47,114,5,0,0,0,0,0,0,0,100,0,1,0,0,0,0,1,2,0,17,0,
קרית מוצקין,8200,37.2,5,375,372,6,1,5,2,0,0,0,0,0,0,31,0,2,0,0,0,44,0,65,110,1,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,7,1,
קרית מוצקין,8200,37.3,5,387,384,6,0,2,1,0,1,0,0,0,1,26,0,1,0,0,0,38,0,74,142,3,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1,1,0,10,1,
קרית מוצקין,8200,37.4,5,380,376,11,0,4,0,0,1,0,0,0,0,20,0,1,0,0,0,41,0,67,147,0,0,2,0,0,0,0,0,74,0,1,0,0,0,2,0,0,0,5,0,
קרית מוצקין,8200,37.5,5,357,354,11,1,0,3,0,0,0,0,0,0,14,0,0,0,0,0,37,0,68,111,4,0,0,0,0,2,0,0,93,0,3,0,0,0,0,0,1,0,5,1,
קרית מוצקין,8200,40,17,456,453,18,0,5,1,1,0,0,0,0,0,22,0,6,0,0,0,75,0,24,132,8,0,0,0,0,0,0,1,149,0,0,0,0,0,0,0,0,0,11,0,
קרית מוצקין,8200,41,22,459,455,11,2,5,0,0,0,0,0,0,0,24,0,2,0,0,0,89,0,28,151,1,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,8,0,
קרית מוצקין,8200,43,8,342,342,9,2,2,1,1,0,0,1,0,0,19,1,2,0,0,0,42,0,28,102,10,0,0,0,0,0,0,0,102,0,2,0,0,1,0,0,2,0,15,0,
קרית מוצקין,8200,45,22,511,510,17,3,3,1,0,0,0,0,0,0,43,0,0,0,0,0,74,0,29,190,5,0,1,0,0,0,0,0,125,0,1,1,0,0,0,0,0,0,17,0,
קרית מוצקין,8200,49.1,27,476,474,6,1,4,0,0,0,0,0,0,0,70,0,3,0,0,0,55,0,14,188,3,0,1,0,0,0,0,0,108,0,4,0,1,0,0,0,1,0,15,0,
קרית מוצקין,8200,49.2,27,466,465,13,1,3,0,0,0,0,0,0,0,47,0,1,0,0,0,65,0,35,173,5,0,0,0,2,0,0,0,112,1,0,0,0,0,0,0,0,0,7,0,
קרית מוצקין,8200,49.3,27,498,494,10,0,8,2,0,0,0,0,0,0,50,0,6,0,0,0,85,0,36,153,3,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,8,0,
קרית מוצקין,8200,49.4,27,450,447,11,3,3,2,0,0,0,0,0,0,46,0,2,0,0,0,50,0,27,152,5,0,2,0,0,0,0,0,128,0,3,0,0,0,0,0,4,0,9,0,
קרית מוצקין,8200,49.5,27,489,489,8,1,2,1,0,0,0,0,0,0,42,0,1,0,0,0,85,0,36,157,8,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,3,0,5,0,
קרית מוצקין,8200,51,15,309,309,16,2,5,0,1,0,0,0,0,0,19,0,1,0,0,0,54,0,12,75,10,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,9,0,
קרית מוצקין,8200,52,15,304,303,6,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,43,0,14,97,8,0,0,0,0,1,0,0,103,0,0,0,0,0,0,1,0,0,8,0,
קרית מוצקין,8200,53,15,359,354,10,4,2,0,0,0,0,0,0,0,24,0,3,0,0,0,50,0,37,94,5,0,0,0,0,0,1,0,104,0,0,0,0,0,1,0,0,0,19,0,
קרית מוצקין,8200,60,17,532,529,20,2,4,1,0,0,0,0,0,0,30,0,1,0,0,0,99,0,16,162,7,0,0,0,1,0,0,0,172,0,1,0,0,0,0,0,0,0,12,1,
קרית מוצקין,8200,61.1,26,450,446,17,0,3,3,0,0,0,0,0,0,30,0,4,0,0,0,84,0,14,139,6,0,0,0,0,0,0,0,126,0,1,0,0,0,0,0,3,0,16,0,
קרית מוצקין,8200,61.2,26,455,455,8,1,0,1,0,1,0,0,0,0,20,0,0,0,0,0,88,0,11,131,5,0,0,0,0,0,0,0,175,0,1,0,0,0,0,0,0,0,13,0,
קרית מוצקין,8200,61.3,26,450,448,17,1,5,0,0,0,0,0,0,0,8,0,3,0,0,0,84,0,30,126,6,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,1,0,6,0,
קרית מוצקין,8200,62,12,405,404,10,0,3,0,0,1,0,0,0,0,26,0,3,0,0,0,39,0,35,130,7,0,1,0,0,0,0,0,129,1,1,0,0,0,0,0,0,0,18,0,
קרית מוצקין,8200,63,17,411,408,17,0,3,1,0,0,0,0,0,0,29,0,2,0,0,0,69,0,21,131,7,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,2,4,15,0,
קרית מוצקין,8200,65.1,11,368,366,7,2,2,0,0,0,0,0,0,0,37,0,0,0,0,0,73,0,8,140,3,0,3,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,11,0,
קרית מוצקין,8200,65.2,11,381,381,4,1,1,1,0,0,0,0,0,0,49,0,2,0,0,0,64,0,17,124,2,0,1,0,0,0,0,0,106,0,1,0,0,0,0,1,1,0,6,0,
קרית מוצקין,8200,65.3,25,356,355,9,4,2,1,0,0,0,0,0,0,24,0,3,0,0,0,55,0,26,106,5,0,2,0,0,0,0,0,110,0,0,0,0,0,0,0,3,0,5,0,
קרית מוצקין,8200,66,17,452,449,15,1,3,0,0,0,0,0,0,0,29,0,0,0,0,0,61,0,16,154,9,0,1,0,1,0,0,0,149,0,0,0,0,0,0,0,0,0,10,0,
קרית מוצקין,8200,67.1,20,290,286,3,0,2,0,0,0,0,0,0,0,22,0,1,0,0,0,25,0,23,129,1,0,0,0,0,0,1,0,63,0,1,0,1,0,0,0,2,0,12,0,
קרית מוצקין,8200,67.2,20,308,307,6,1,0,2,0,0,0,0,0,0,21,0,3,0,0,1,21,0,39,132,4,0,1,0,2,0,0,0,55,0,3,0,0,0,0,0,1,0,14,1,
